id,term,before_example,after_example,after_ko,after_en,after_ja
a2_0320,"vegetariano","Uso el vegetariano en una situacion diaria.","Mi hermano es vegetariano desde joven.","내 형은 젊을 때부터 채식주의자예요.","My brother has been a vegetarian since he was young.","兄は若い頃からベジタリアンです。"
a2_0321,"vendedor","Uso el vendedor en una situacion diaria.","El vendedor explica el precio del coche.","판매원이 차 가격을 설명해요.","The seller explains the price of the car.","販売員が車の値段を説明します。"
a2_0322,"verdes","Uso el verdes en una situacion diaria.","Mi madre tiene los ojos verdes.","엄마는 눈이 초록색이에요.","My mother has green eyes.","母は緑色の目をしています。"
a2_0323,"vídeo","Uso el vídeo en una situacion diaria.","Veo un vídeo de cocina en el móvil.","휴대폰으로 요리 영상을 봐요.","I watch a cooking video on my phone.","携帯で料理の動画を見ます。"
a2_0324,"virus","Uso el virus en una situacion diaria.","Este virus afecta a muchos ordenadores.","이 바이러스는 많은 컴퓨터에 피해를 줘요.","This virus affects many computers.","このウイルスは多くのパソコンに影響します。"
a2_0325,"viudo","Uso el viudo en una situacion diaria.","El viudo vive con su hija mayor.","그 홀아비는 큰딸과 함께 살아요.","The widower lives with his oldest daughter.","男やもめは長女と暮らしています。"
a2_0326,"vuelo","Uso el vuelo en una situacion diaria.","El vuelo a Lima sale a las once.","리마행 비행기는 11시에 출발해요.","The flight to Lima leaves at eleven.","リマ行きの便は11時に出発します。"
a2_0327,"yogur","Uso el yogur en una situacion diaria.","Desayuno yogur con fruta.","아침으로 과일 요구르트를 먹어요.","I have yogurt with fruit for breakfast.","朝食にフルーツ入りヨーグルトを食べます。"
a2_0328,"york","Uso el york en una situacion diaria.","El sándwich lleva jamón york y queso.","샌드위치에는 요크 햄과 치즈가 들어가요.","The sandwich has york ham and cheese.","サンドイッチにはロースハムとチーズが入っています。"
a2_0329,"zapatos","Uso el zapatos en una situacion diaria.","Estos zapatos son cómodos para caminar.","이 신발은 걷기에 편해요.","These shoes are comfortable for walking.","この靴は歩きやすいです。"
a2_0330,"zoo","Uso el zoo en una situacion diaria.","Los niños quieren ir al zoo.","아이들이 동물원에 가고 싶어 해요.","The children want to go to the zoo.","子どもたちは動物園に行きたがっています。"
a2_0332,"acabar","Voy a acabar esta tarde.","Voy a acabar el informe esta semana.","이번 주에 보고서를 끝낼 거예요.","I am going to finish the report this week.","今週レポートを終わらせます。"
a2_0333,"academia","Uso la academia en una situacion diaria.","Estudio inglés en una academia.","학원에서 영어를 공부해요.","I study English at an academy.","スクールで英語を勉強しています。"
a2_0334,"agencia","Uso la agencia en una situacion diaria.","Reservo el viaje en una agencia.","여행사에서 여행을 예약해요.","I book the trip at an agency.","旅行代理店で旅行を予約します。"
a2_0335,"alquilar","Voy a alquilar esta tarde.","Queremos alquilar un piso céntrico.","시내 중심의 아파트를 빌리고 싶어요.","We want to rent a downtown apartment.","中心街のアパートを借りたいです。"
a2_0336,"alquiler","Voy a alquiler esta tarde.","El alquiler sube cada año.","임대료가 매년 올라요.","The rent goes up every year.","家賃は毎年上がります。"
a2_0337,"alumno","Conozco a un alumno del barrio.","El alumno nuevo viene de Chile.","새로 온 학생은 칠레에서 왔어요.","The new student comes from Chile.","新しい生徒はチリから来ました。"
a2_0338,"amueblar","Voy a amueblar esta tarde.","Vamos a amueblar el piso poco a poco.","아파트에 가구를 조금씩 들여놓을 거예요.","We are going to furnish the apartment little by little.","少しずつアパートに家具をそろえます。"
a2_0339,"anímica","Uso la anímica en una situacion diaria.","La música mejora mi condición anímica.","음악은 내 기분 상태를 좋게 해요.","Music improves my emotional state.","音楽は私の精神状態を良くしてくれます。"
a2_0342,"asignatura","Uso la asignatura en una situacion diaria.","Mi asignatura favorita es la historia.","내가 가장 좋아하는 과목은 역사예요.","My favorite subject is history.","私の一番好きな科目は歴史です。"
a2_0343,"asistencia","Uso la asistencia en una situacion diaria.","El hotel ofrece asistencia en tres idiomas.","호텔은 3개 언어로 도움을 제공해요.","The hotel offers assistance in three languages.","ホテルは3か国語でサポートを提供しています。"
a2_0344,"atender","Voy a atender esta tarde.","La dependienta va a atender al cliente.","점원이 손님을 응대할 거예요.","The shop assistant is going to serve the customer.","店員がお客様の対応をします。"
a2_0346,"auxiliar","Voy a auxiliar esta tarde.","El auxiliar de vuelo ayuda a los pasajeros.","객실 승무원이 승객들을 도와요.","The flight attendant helps the passengers.","客室乗務員が乗客を手伝います。"
a2_0348,"basura","Uso la basura en una situacion diaria.","Saco la basura por la noche.","밤에 쓰레기를 내다 버려요.","I take out the trash at night.","夜にゴミを出します。"
a2_0349,"bebida","Quiero una bebida fría.","¿Qué bebida quieres con la comida?","식사에 어떤 음료를 곁들일래요?","What drink do you want with the meal?","食事に何の飲み物にしますか。"
a2_0350,"bicicleta","Uso la bicicleta en una situacion diaria.","Voy al trabajo en bicicleta.","자전거로 출근해요.","I go to work by bicycle.","自転車で通勤しています。"
a2_0351,"boca","Uso la boca en una situacion diaria.","El dentista me dice: abre la boca.","치과의사가 입을 벌리라고 해요.","The dentist tells me: open your mouth.","歯医者に口を開けてと言われます。"
a2_0352,"boda","Uso la boda en una situacion diaria.","La boda es en una iglesia pequeña.","결혼식은 작은 교회에서 해요.","The wedding is in a small church.","結婚式は小さな教会で行われます。"
a2_0353,"buen","El resultado es buen.","Hace buen tiempo para pasear.","산책하기 좋은 날씨예요.","It is good weather for a walk.","散歩に良い天気です。"
a2_0354,"buena","El resultado es buena.","Es una buena idea salir temprano.","일찍 출발하는 건 좋은 생각이에요.","It is a good idea to leave early.","早く出るのは良い考えです。"
a2_0355,"buscar","Voy a buscar esta tarde.","Voy a buscar mis llaves en el coche.","차에서 열쇠를 찾아볼 거예요.","I am going to look for my keys in the car.","車の中で鍵を探してみます。"
a2_0356,"búsqueda","Uso la búsqueda en una situacion diaria.","La búsqueda de piso es difícil aquí.","여기서 집 구하기는 어려워요.","The apartment search is difficult here.","ここで住まい探しは大変です。"
a2_0358,"caja","Uso la caja en una situacion diaria.","Guardo las fotos viejas en una caja.","오래된 사진들을 상자에 보관해요.","I keep the old photos in a box.","古い写真を箱にしまっています。"
a2_0359,"cambiarse","Voy a cambiarme esta tarde.","Es rápido cambiarse en el vestuario.","탈의실에서는 옷을 금방 갈아입을 수 있어요.","It is quick to change clothes in the locker room.","更衣室では着替えがすぐにできます。"
a2_0361,"caña","Uso la caña en una situacion diaria.","En el bar pido una caña con mis amigos.","바에서 친구들과 생맥주 한 잔을 시켜요.","At the bar I order a small draft with my friends.","バルで友達と生ビールを一杯注文します。"
a2_0363,"cepillarse","Voy a cepillarme esta tarde.","Hay que cepillarse los dientes tres veces al día.","하루에 세 번 이를 닦아야 해요.","You must brush your teeth three times a day.","1日3回歯を磨かなければなりません。"
a2_0364,"chaqueta","Uso la chaqueta en una situacion diaria.","Esta chaqueta va bien con los vaqueros.","이 재킷은 청바지와 잘 어울려요.","This jacket goes well with jeans.","このジャケットはジーンズによく合います。"
a2_0366,"clases","Uso el clases en clase.","Las clases empiezan en septiembre.","수업은 9월에 시작해요.","Classes start in September.","授業は9月に始まります。"
a2_0367,"cola","Uso la cola en una situacion diaria.","Hay mucha cola en la panadería.","빵집에 줄이 길어요.","There is a long line at the bakery.","パン屋に長い列ができています。"
a2_0368,"cometer","Voy a cometer esta tarde.","No quiero cometer el mismo error.","같은 실수를 저지르고 싶지 않아요.","I do not want to commit the same mistake.","同じ間違いをしたくありません。"
a2_0369,"compartir","Voy a compartir esta tarde.","Me gusta compartir la comida con amigos.","친구들과 음식을 나누는 걸 좋아해요.","I like sharing food with friends.","友達と食べ物を分け合うのが好きです。"
a2_0371,"compra","Uso la compra en una situacion diaria.","Hago la compra los sábados por la mañana.","토요일 아침마다 장을 봐요.","I do the shopping on Saturday mornings.","土曜の朝に買い物をします。"
a2_0372,"conducir","Voy a conducir esta tarde.","Aprendo a conducir con mi padre.","아버지와 운전을 배워요.","I learn to drive with my father.","父と運転を習っています。"
a2_0373,"conectar","Voy a conectar esta tarde.","No puedo conectar el móvil al wifi.","휴대폰을 와이파이에 연결할 수가 없어요.","I cannot connect my phone to the wifi.","携帯をWi-Fiに接続できません。"
a2_0374,"contraseña","Uso la contraseña en una situacion diaria.","He olvidado mi contraseña otra vez.","비밀번호를 또 잊어버렸어요.","I forgot my password again.","またパスワードを忘れてしまいました。"
a2_0375,"correo","Apunto mi correo en el formulario.","Reviso el correo antes de trabajar.","일하기 전에 메일을 확인해요.","I check my mail before working.","仕事の前にメールを確認します。"
a2_0376,"correspondencia","Uso la correspondencia en una situacion diaria.","Guardo la correspondencia en el escritorio.","서신들을 책상에 보관해요.","I keep the correspondence in the desk.","手紙類は机にしまっています。"
